<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.12	5696.276	5759.285	5660.270	5731.751	1113949	4146224	1
2024.06.13	5719.044	5744.989	5685.156	5689.922	806099	3049183	1
2024.06.14	5702.629	5712.690	5667.683	5699.982	694422	2620850	1
2024.06.17	5697.335	5756.638	5695.217	5751.872	566766	2082040	1
2024.06.18	5761.403	5771.463	5714.808	5766.168	705426	2883208	1
2024.06.19	5759.285	5811.175	5739.694	5740.223	550694	2406216	1
2024.06.20	5700.511	5796.350	5700.511	5776.229	843590	3700653	1
2024.06.21	5771.463	5787.878	5746.048	5758.756	720226	3018200	1
2024.06.24	5753.461	5760.874	5695.217	5714.808	598544	2482556	1
2024.06.25	5732.810	5785.230	5725.398	5780.994	710090	2741323	1
2024.06.26	5789.996	5864.124	5782.053	5856.182	800125	3339815	1
2024.06.27	5848.769	5866.772	5807.469	5827.590	863337	3420019	1
2024.06.28	5812.291	5927.820	5804.906	5919.907	900075	3760774	1
2024.07.01	5908.301	5995.871	5891.948	5984.793	881375	3464019	1
2024.07.02	5986.903	6031.742	5956.834	6006.421	1000240	4018090	1
2024.07.03	5993.233	5998.508	5863.461	5877.177	885539	3614096	1
2024.07.04	5833.392	5836.558	5784.860	5800.686	645402	2425628	1
2024.07.05	5786.970	5855.548	5772.727	5775.364	859882	3145680	1
2024.07.08	5771.144	5812.291	5770.617	5789.080	646468	2342175	1
2024.07.09	5789.080	5794.355	5722.612	5730.525	627269	2448435	1
2024.07.10	5717.336	5738.438	5680.410	5727.887	712112	2913725	1
2024.07.11	5718.919	5767.451	5679.354	5751.098	863825	3370285	1
2024.07.12	5736.327	5779.057	5725.777	5740.020	698701	2601553	1
2024.07.15	5765.869	5790.135	5739.493	5760.594	679408	2433679	1
2024.07.16	5746.350	5773.254	5713.116	5733.162	818442	3123474	1
2024.07.17	5750.043	5801.741	5742.658	5801.213	712877	2866677	1
2024.07.18	5794.883	5906.191	5791.190	5864.516	854484	3436857	1
2024.07.19	5853.438	5930.985	5833.920	5928.347	650592	2523231	1
2024.07.22	5908.301	5926.765	5847.108	5885.618	792138	2954677	1
2024.07.23	5897.223	5922.017	5870.319	5900.916	864819	3424783	1
2024.07.24	5913.576	5977.935	5910.411	5970.549	905728	3402872	1
2024.07.25	6004.311	6013.279	5933.095	5951.031	952292	3497700	1
2024.07.26	5929.930	5988.485	5928.875	5981.100	839635	3292005	1
2024.07.29	5978.462	5983.210	5924.127	5925.182	760364	2963736	1
2024.07.30	5926.237	5976.352	5918.852	5920.434	770375	2941531	1
2024.07.31	5918.856	5997.747	5913.071	5971.976	1059080	4079643	1
2024.08.01	5985.650	6073.481	5944.101	6069.799	1126416	4307707	1
2024.08.02	6077.688	6112.926	6012.999	6047.184	1226976	4367451	1
2024.08.05	6184.979	6188.134	6027.199	6033.510	1346917	4284828	1
2024.08.06	6025.621	6026.673	5939.368	5966.716	1152417	4273143	1
2024.08.07	5924.116	5948.309	5902.553	5947.257	979006	3475608	1
2024.08.08	5938.842	5964.087	5833.655	5835.233	1016218	3748334	1
2024.08.09	5835.759	5856.270	5789.477	5807.359	913470	3478208	1
2024.08.12	5805.781	5822.611	5767.914	5791.581	948009	3487070	1
2024.08.13	5768.439	5799.470	5741.091	5751.610	826950	3308881	1
2024.08.14	5740.039	5782.114	5718.476	5763.180	882169	3278702	1
2024.08.15	5762.654	5790.529	5743.721	5780.536	751981	2841722	1
